"","gene_id","LCM_1","LCM_11","LCM_12","LCM_17","LCM_18","LCM_24","LCM_25","LCM_3","LCM_32","LCM_33","mean_percent_meth_ALL","Oral_mean_perc_meth","Aboral_mean_perc_meth","n_DML","mean_methdiff","median_methdiff","mean_methdiff_qvalue","min_methdiff_qvalue","max_methdiff_qvalue","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9","vst_mean_gene_expression","Oral_mean_vst_expr","Aboral_mean_vst_expr","DEseq_baseMean","DEseq_log2FoldChange","DEseq_lfcSE","DEseq_pvalue","DEseq_padj","blast_hit","evalue","ProteinNames","BiologicalProcess","GeneOntologyIDs"
"1","Pocillopora_acuta_HIv2___RNAseq.g27406.t1",0,66.6666666666667,NA,79.1666666666667,0,7.54716981132075,0,NA,NA,0,21.9115004492363,51.1268343815514,0,NA,NA,NA,NA,NA,NA,5.69008050215398,9.94728948184982,8.55840824321401,10.3993573806794,4.99332554465423,7.6179290796022,6.54983813759369,7.90902087320942,3.68233641306884,3.68233641306884,6.90299220690944,6.1666343152601,7.63935009855879,313.576723304792,0.734668343145297,1.17082051569926,0.0744372312728574,0.210614263131966,NA,NA,NA,NA,NA
"2","Pocillopora_acuta_HIv2___RNAseq.g27429.t1",4.16666666666667,0,0,0,0,1.98675496688742,6.06060606060606,0,7.89473684210526,0,2.01087645362654,1.97629836179854,2.04545454545455,NA,NA,NA,NA,NA,NA,6.47868055454933,7.18946904881997,6.50448097751675,7.47098189621969,6.58551772595729,7.47620947122109,7.41617057752188,7.21602452626304,3.68233641306884,7.87825228538505,6.78981234765229,6.09340803947105,7.48621665583354,111.226192607965,0.597313327049901,0.964847012783197,0.208214518787808,0.43460553514228,"F1NWE3",0,"Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Chick receptor tyrosine phosphatase alpha) (CRYP alpha) (CRYPalpha)","negative regulation of axon extension [GO:0030517]; negative regulation of axon regeneration [GO:0048681]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of dendritic spine development [GO:0061000]; peptidyl-tyrosine dephosphorylation [GO:0035335]; synaptic membrane adhesion [GO:0099560]","GO:0004725; GO:0005886; GO:0008201; GO:0030424; GO:0030426; GO:0030517; GO:0030672; GO:0035335; GO:0042803; GO:0043204; GO:0043395; GO:0048671; GO:0048681; GO:0061000; GO:0098839; GO:0099560"
"3","Pocillopora_acuta_HIv2___TS.g10192.t2",0,4.8780487804878,0,0,1.42857142857143,1.65745856353591,0,3.125,0,0,1.10890787725951,1.93210146880474,0.285714285714286,NA,NA,NA,NA,NA,NA,10.84032603231,11.8120676012639,10.4348891978606,11.993303278465,10.8208078411662,11.6539452018739,12.4472626203766,10.9774196807166,6.10133000554887,12.6458413304507,10.9727192790032,9.83495455152045,12.110484006486,2974.62546417778,1.07985182850903,1.02233200638427,0.0578469463900724,0.174239531983758,"P23468",0,"Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)","cell surface receptor protein tyrosine phosphatase signaling pathway [GO:0007185]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of receptor signaling pathway via JAK-STAT [GO:0046426]; neuron differentiation [GO:0030182]; phosphate-containing compound metabolic process [GO:0006796]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of synapse assembly [GO:0051965]; presynapse assembly [GO:0099054]; presynaptic membrane assembly [GO:0097105]; regulation of immune response [GO:0050776]; regulation of postsynaptic density assembly [GO:0099151]; synaptic membrane adhesion [GO:0099560]; trans-synaptic signaling by trans-synaptic complex [GO:0099545]","GO:0004725; GO:0005001; GO:0005102; GO:0005886; GO:0006796; GO:0007157; GO:0007185; GO:0030182; GO:0042734; GO:0046426; GO:0050776; GO:0050804; GO:0050839; GO:0051965; GO:0061003; GO:0070062; GO:0097105; GO:0098685; GO:0098686; GO:0098978; GO:0099054; GO:0099151; GO:0099545; GO:0099560"
"4","Pocillopora_acuta_HIv2___RNAseq.g27433.t1",NA,NA,NA,0,0,0,75,0,NA,0,12.5,0,25,NA,NA,NA,NA,NA,NA,6.25760738373578,9.68511491093645,7.3083152768306,10.6085909167715,6.98985932682562,10.038426773231,7.21775444370806,8.44649846873451,6.60889967998377,11.6364085295702,8.47974757103275,7.12223602722206,9.83725911484344,732.86833028706,2.38655533467572,1.40931482251937,0.00116467422675389,0.0066689817956327,NA,NA,NA,NA,NA
"5","Pocillopora_acuta_HIv2___TS.g10198.t2",0,NA,NA,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,8.00237851673687,6.81522472615292,8.52672070879525,3.68233641306884,9.87010301968713,7.2119491386412,3.68233641306884,8.42620134867823,9.64200093020476,3.68233641306884,6.95415876281029,8.89348090482045,5.01483662080013,278.968072165855,-1.30414638725108,2.3870971289624,2.75747325458169e-06,3.76976305805951e-05,"Q9UMZ3",1.08e-40,"Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.-) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q) (EC 3.1.3.48)","regulation of fat cell differentiation [GO:0045598]","GO:0004725; GO:0009925; GO:0016324; GO:0043235; GO:0045598; GO:0120044"
"6","Pocillopora_acuta_HIv2___RNAseq.g27452.t1",0,0,0,0,0,2.1505376344086,0,0,0,0,0.21505376344086,0.43010752688172,0,NA,NA,NA,NA,NA,NA,3.68233641306884,7.60911950749454,7.76506976026997,8.01456480640263,3.68233641306884,3.68233641306884,3.68233641306884,3.68233641306884,5.5336018834485,8.59512945492368,5.59291674778835,4.869136176585,6.31669731899171,98.2250723692597,0.308678953592933,1.04275366417571,0.259102558679331,0.501018546834095,"O00339",2.57e-61,"Matrilin-2","axon guidance [GO:0007411]; dendrite regeneration [GO:0031104]; extracellular matrix organization [GO:0030198]; glial cell migration [GO:0008347]; neuron migration [GO:0001764]; response to axon injury [GO:0048678]","GO:0001764; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0007411; GO:0008347; GO:0030198; GO:0031012; GO:0031104; GO:0048678; GO:0062023; GO:0120216"
"7","Pocillopora_acuta_HIv2___TS.g10216.t2",0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,10.5855866595958,9.24285011781547,10.8191296239812,11.6385970295481,10.1384258419856,10.4824033227849,11.6980366147236,10.4289683763683,10.8996849312922,9.59746345937709,10.5531145977472,10.5743590866446,10.5318701088498,1682.59432723946,-0.0152970623016712,0.633887367782958,0.960031256502547,0.985234290765776,"O95714",0,"E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","DNA damage response [GO:0006974]; DNA repair [GO:0006281]; intracellular protein transport [GO:0006886]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; spermatogenesis [GO:0007283]","GO:0005085; GO:0005634; GO:0005654; GO:0005737; GO:0005814; GO:0005829; GO:0005886; GO:0006281; GO:0006886; GO:0006974; GO:0007283; GO:0008270; GO:0016020; GO:0016567; GO:0031625; GO:0032183; GO:0043161; GO:0061630"
"8","Pocillopora_acuta_HIv2___RNAseq.g27474.t1",0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,7.73482020810787,9.25296372067976,7.3286115711524,7.84571335344804,5.21442834742072,3.68233641306884,11.6538120032833,3.68233641306884,8.45509888891413,9.25731083832564,7.41074317574695,6.48305908573279,8.33842726576112,523.872812381721,0.203791089180989,0.962277501552079,0.5642664013835,0.775960185359474,"Q5M9N0",5.33e-47,"Coiled-coil domain-containing protein 158","",""
"9","Pocillopora_acuta_HIv2___TS.g10243.t2",100,66.6666666666667,NA,NA,100,100,100,NA,66.6666666666667,NA,88.8888888888889,77.7777777777778,100,NA,NA,NA,NA,NA,NA,11.5731410214812,12.5111856427017,9.98139846819643,12.2152077767326,11.5556925522913,11.6652106719361,8.11333685089601,11.7363341818524,12.6094015878374,10.1521081698873,11.2113016923812,11.4911935623317,10.9314098224307,3172.84959846225,-0.190799164759393,0.806370268806187,0.628272985109588,0.8195825458512,"Q9UHB7",1.67e-53,"AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)","regulation of gene expression [GO:0010468]; response to endoplasmic reticulum stress [GO:0034976]; spermatid development [GO:0007286]","GO:0000791; GO:0001650; GO:0005654; GO:0007286; GO:0008023; GO:0010468; GO:0032783; GO:0034976"
"10","Pocillopora_acuta_HIv2___RNAseq.g27502.t1",0,0,NA,0,8.10810810810811,0,0,0,NA,NA,1.15830115830116,0,2.7027027027027,NA,NA,NA,NA,NA,NA,12.1291034781586,13.125411529901,12.476152222108,13.2008791848026,12.2430080818367,13.2854915571938,13.4234790186714,11.8750520798963,12.4230094671119,12.8967675708256,12.7078354190506,12.2292650658223,13.1864057722789,7096.53669506982,0.774801104085451,0.537237872116271,0.090270125418881,0.242283743562571,"O15294",0,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","apoptotic process [GO:0006915]; cellular response to glucose stimulus [GO:0071333]; chromatin organization [GO:0006325]; circadian regulation of gene expression [GO:0032922]; hemopoiesis [GO:0030097]; mitophagy [GO:0000423]; negative regulation of cell migration [GO:0030336]; negative regulation of non-canonical inflammasome complex assembly [GO:0160076]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of stem cell population maintenance [GO:1902455]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of proteolysis [GO:0045862]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by glucose [GO:0000432]; positive regulation of translation [GO:0045727]; protein O-linked glycosylation [GO:0006493]; protein processing [GO:0016485]; regulation of gluconeogenesis [GO:0006111]; regulation of glycolytic process [GO:0006110]; regulation of insulin receptor signaling pathway [GO:0046626]; regulation of necroptotic process [GO:0060544]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of Rac protein signal transduction [GO:0035020]; regulation of synapse assembly [GO:0051963]; regulation of transcription by RNA polymerase II [GO:0006357]; response to insulin [GO:0032868]; response to nutrient [GO:0007584]; signal transduction [GO:0007165]","GO:0000122; GO:0000123; GO:0000423; GO:0000432; GO:0005547; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006110; GO:0006111; GO:0006325; GO:0006357; GO:0006493; GO:0006915; GO:0007165; GO:0007584; GO:0008375; GO:0016485; GO:0017122; GO:0030097; GO:0030336; GO:0030512; GO:0031397; GO:0031490; GO:0031966; GO:0032435; GO:0032868; GO:0032922; GO:0032991; GO:0035020; GO:0042995; GO:0044545; GO:0045727; GO:0045862; GO:0045893; GO:0045944; GO:0046626; GO:0046889; GO:0051963; GO:0060544; GO:0070822; GO:0071333; GO:0097363; GO:0098696; GO:0098978; GO:0120162; GO:0160076; GO:1902455; GO:1902459; GO:1904263"
"11","Pocillopora_acuta_HIv2___TS.g10279.t1b",26.9230769230769,NA,NA,0,22.2222222222222,17.3913043478261,85.7142857142857,0,37.5,NA,27.107269886773,13.7228260869565,44.953194953195,NA,NA,NA,NA,NA,NA,7.48631699375706,7.47670412910099,8.1263054097228,8.20522855326283,7.68593987239162,7.57223291016523,7.64658910810218,7.70891506725395,6.88347796904334,8.1280249602126,7.69197349730126,7.57819106243375,7.80575593216877,188.714632143647,0.179341064524989,0.561910063725476,0.70162460272758,0.864029036971656,NA,NA,NA,NA,NA
