"","X","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","List","definition","Classification","Reference","Original_Accession","def_short","Heatmap_Label","category","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9"
"1",1,"Pocillopora_acuta_HIv2___RNAseq.g14253.t1",1084.62610850225,-16.0445141663487,3.90624809872933,1.44591542596939e-17,1.74281006010177e-14,"Searched Keywords","Hemicentin-1 (Fibulin-6) (FIBL-6)","Extracellular matrix/cell adhesion",NA,NA,"Hemicentin-1 (Fibulin-6) (FIBL-6)","Hemicentin-1","Biomineralization",-0.9408069122874,0.977252152092879,-0.9408069122874,1.08811229360749,-0.9408069122874,0.629217256188192,1.10605975063323,-0.9408069122874,-0.9408069122874,0.903393108915203
"2",2,"Pocillopora_acuta_HIv2___RNAseq.g8588.t1",783.119333561871,-15.6153127172643,3.9051028378868,2.20218782440551e-16,1.44783839510006e-13,"Searched Keywords","Coadhesin","Extracellular matrix/cell adhesion",NA,NA,"Coadhesin","Coadhesin","Biomineralization",-0.940137212811017,0.897580113824018,-0.940137212811017,1.10353105183046,-0.940137212811017,1.16977777633959,0.861747926031543,-0.940137212811017,-0.940137212811017,0.668049196029477
"3",3,"Pocillopora_acuta_HIv2___RNAseq.g1126.t1",3758.53930256433,-14.622203591558,3.17967327851235,3.81357666606464e-14,8.61868326530609e-12,"Searched Keywords","Coadhesin","Extracellular matrix/cell adhesion",NA,NA,"Coadhesin","Coadhesin","Biomineralization",-0.0143772979037235,1.04653276408596,-1.11055864385885,1.03643860688959,-1.11055864385885,0.89123214134344,0.696856287802533,-1.11055864385885,-1.11055864385885,0.785552073217586
"4",4,"Pocillopora_acuta_HIv2___RNAseq.g26596.t1",503.322440157317,13.83455275543,3.64254352279667,1.26882277566196e-12,1.58209074372195e-10,"Searched Keywords","Hemicentin-2","Extracellular matrix/cell adhesion",NA,NA,"Hemicentin-2","Hemicentin-2","Biomineralization",1.30316029588362,-0.897649419195192,0.137075094729965,-0.897649419195192,0.781005124803636,-0.897649419195192,-0.897649419195192,0.940522929086682,1.32648365147205,-0.897649419195192
"5",5,"Pocillopora_acuta_HIv2___RNAseq.g22261.t1",1251.45084902703,-15.9898703829579,4.32646956749874,3.15422735104766e-12,3.42898034571482e-10,"Biomin_Genes","Adi-SAARP2,Skeletal acidic Asp-rich Protein 2 (SAARP2),Uncharacterized skeletal organic matrix protein-4  (USOMP-4),skeletal aspartic acid-rich protein 2-like (CARP5)","Acidic proteins","Takeuchi et al., 2016,Ramos-Silva et al., 2013,Peled et al., 2020","aug_v2a.01440.t1(aug_v2a.01441.t1),JR991407.1,JT004498.1,XP_022780690.1","Adi-SAARP2,Skeletal acidic Asp-rich P...","Skeletal aspartic acid-rich protein 2","Biomineralization",-0.802517120836859,-0.360596064156965,-0.802517120836859,1.15881246495701,-0.802517120836859,1.24069072948458,1.62712771021673,-0.802517120836859,-0.802517120836859,0.346550763682933
"6",6,"Pocillopora_acuta_HIv2___RNAseq.g14347.t1",3739.22928222091,-9.56130060539418,2.39924640453721,3.75668654580499e-12,3.8811938713231e-10,"Searched Keywords","Collagen alpha-4(VI) chain","Extracellular matrix/cell adhesion",NA,NA,"Collagen alpha-4(VI) chain","Collagen alpha-4(VI) chain","Biomineralization",-0.123593674244439,0.835983602498482,-0.749836096123244,1.06723297344541,-1.18544623695645,0.919474158324064,1.39910468734882,-0.985423868432983,-1.18544623695645,0.00795069109678449
"7",7,"Pocillopora_acuta_HIv2___RNAseq.g31286.t1c",336.709257994196,13.2234554503822,3.67702577700665,1.32425308955011e-11,1.12670568748546e-09,"Searched Keywords","Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)","Uncharacterized biomineralization proteins",NA,NA,"Uncharacterized skeletal organic matr...","Uncharacterized skeletal organic matrix protein 5","Biomineralization",0.77659383446912,-0.917566037793181,0.521498261150328,-0.917566037793181,0.777823997539296,-0.917566037793181,-0.917566037793181,1.53473834912282,0.977175746684339,-0.917566037793181
"8",8,"Pocillopora_acuta_HIv2___TS.g12860.t1",867.113858485982,-12.4390075914916,3.31498685272648,2.69724078675891e-11,2.07515376274898e-09,"Searched Keywords","Collagen alpha-1(VI) chain","Extracellular matrix/cell adhesion",NA,NA,"Collagen alpha-1(VI) chain","Collagen alpha-1(VI) chain","Biomineralization",-0.206967057623326,0.905884991906661,-1.05758135970729,0.987939835379502,-1.05758135970729,1.02017045538667,1.25441305962956,-1.05758135970729,-1.05758135970729,0.268884154150095
"9",9,"Pocillopora_acuta_HIv2___RNAseq.g14348.t1",242.989419613007,12.8191483453053,3.53959303930154,4.04945356913493e-11,2.88608038072635e-09,"Searched Keywords","Collagen alpha-4(VI) chain","Extracellular matrix/cell adhesion",NA,NA,"Collagen alpha-4(VI) chain","Collagen alpha-4(VI) chain","Biomineralization",1.21244222143411,-0.931858833782002,1.22878698923603,-0.931858833782002,0.759976971908712,-0.931858833782002,-0.931858833782002,0.866315036192229,0.591772950138927,-0.931858833782002
"10",10,"Pocillopora_acuta_HIv2___TS.g12304.t1",114980.255845133,-5.89084566490943,1.20561838355778,6.31984219863399e-11,4.04469900712575e-09,"Biomin_Genes","carbonic anhydrase [Stylophora pistillata],carbonic anhydrase 2,Annotated: Carbonic Anhydrase (STPCA2-1),Annotated: CarbonicAnhyrase","Enzymes","Moya et al., 2008,Bertucci et al., 2011,Mummadisetti et al., 2021","ACE95141.1,EU532164.1,Gene:g29033.t1,Gene:g29034.t1","carbonic anhydrase [Stylophora pistil...","Carbonic anhydrase 2","Biomineralization",-0.336446306168707,0.785642294726484,-0.727806999436507,0.688568870847408,-1.60059780999862,0.926114818890761,1.30880827007176,-1.00233861792398,-0.771837254401586,0.729892733392983
"11",11,"Pocillopora_acuta_HIv2___RNAseq.6257_t",1225.63410570247,12.3486864644056,3.1920024374979,1.09079560301146e-10,6.23607415097143e-09,"Searched Keywords","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain)","Extracellular matrix/cell adhesion",NA,NA,"Collagen alpha-5(VI) chain (Collagen ...","Collagen alpha-5(VI) chain","Biomineralization",0.762917085370103,0.168776623198793,0.909728685661555,-1.12772396817815,0.804163298758245,-1.12772396817815,-1.12772396817815,0.722356905345277,1.14295327437863,-1.12772396817815
"12",12,"Pocillopora_acuta_HIv2___TS.g23175.t1",218.460484313913,12.410050917337,3.52778562066305,2.53077723892608e-10,1.26926325747905e-08,"Searched Keywords","Hemicentin-1 (Fibulin-6) (FIBL-6)","Extracellular matrix/cell adhesion",NA,NA,"Hemicentin-1 (Fibulin-6) (FIBL-6)","Hemicentin-1","Biomineralization",1.16670477959231,-0.899163055176035,0.906580488032204,-0.899163055176035,0.128249220011582,-0.899163055176035,-0.899163055176035,0.896012192856515,1.39826859538757,-0.899163055176035
"13",13,"Pocillopora_acuta_HIv2___RNAseq.g6446.t1",7264.0806341713,-4.25723385913054,0.765020624777039,2.53606942347516e-10,1.26926325747905e-08,"Biomin_Genes","Annotated: Thrombospondin-like protein (Thrombospondin),Annotated: Coadhesin,clone g9951 alpha collagen-like protein gene,CARP9,Thrombospondin,Hemicentin,coadhesin-like isoform X3 [Stylophora pistillata]","Extracellular matrix/cell adhesion","Mummadisetti et al., 2021,Drake et al., 2013,Peled et al., 2020","Gene:g2829,Gene:g2829.t1,P14_g9951,P15_g1532,P3_g12510,P5_g11674,XP_022783415.1","Annotated: Thrombospondin-like protei...","Coadhesin","Biomineralization",-0.379020546890215,1.07875484258221,-0.639275994230519,0.834554664749656,-1.64605269125248,0.720821422198904,1.02890857036155,-1.00064418789659,-0.804771014822105,0.806724935199584
"14",14,"Pocillopora_acuta_HIv2___TS.g19887.t1",525.99718908866,-11.8384687498707,3.1705863399387,2.76471130939357e-10,1.36016273398193e-08,"Searched Keywords","Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)","Enzymes",NA,NA,"Carbonic anhydrase (EC 4.2.1.1) (Carb...","Carbonic anhydrase","Biomineralization",-0.132317864123077,0.662597503311269,-1.08586623250723,0.827502428850603,-1.08586623250723,1.00798837141113,0.696788983845975,-1.08586623250723,-1.08586623250723,1.28090550673302
"15",15,"Pocillopora_acuta_HIv2___RNAseq.g20587.t2",299.561781586977,10.1328783028929,2.5300404111321,3.34731328116774e-10,1.58739473110853e-08,"Biomin_Genes","uncharacterized protein LOC111345150 [Stylophora pistillata]","Uncharacterized biomineralization proteins","Peled et al., 2020","XP_022808163.1","uncharacterized protein LOC111345150 ...","uncharacterized protein LOC111345150","Biomineralization",1.17130228300692,-0.979213340186767,0.791371318410764,-0.979213340186767,0.110498158713128,-0.979213340186767,-0.979213340186767,1.28814418996002,1.096460079197,-0.540922668540759
"16",16,"Pocillopora_acuta_HIv2___RNAseq.g29115.t1",762.405021667792,8.45712804024382,2.73292428424662,5.16059536668028e-10,2.33258910573949e-08,"Searched Keywords","Collagen alpha-3(VI) chain","Extracellular matrix/cell adhesion",NA,NA,"Collagen alpha-3(VI) chain","Collagen alpha-3(VI) chain","Biomineralization",0.822587050995957,-0.511716462026568,0.571183833617901,-1.16250118177857,1.06420425605273,-0.557437311111695,-1.16250118177857,0.916077543278351,1.18260463452903,-1.16250118177857
"17",17,"Pocillopora_acuta_HIv2___RNAseq.g1971.t1",260.726450049051,10.23377690097,2.85976120067102,2.35391783703039e-09,8.49054054733354e-08,"Biomin_Genes","CARP8","Acidic proteins","Drake et al., 2013","P2_g11187","CARP8","Cortactin-binding protein 2","Biomineralization",0.47145507215865,-1.00068734218239,1.29305341718229,-1.00068734218239,1.2363291243986,-1.00068734218239,-1.00068734218239,0.971058934874353,0.575917819868373,-0.545064999752717
